Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Vulnerability_Score,Weather_Enc,Mode_Enc,Predicted_Daily_Demand,Demand_Volatility,Safety_Stock_MT,Carrying_Cost,Revenue_at_Risk
SC-10653,2024-12-09,Busan,Los Angeles,Road,Pharmaceuticals,11308.87,176.89,3.08,2.4,Hurricane,0.604,60.49,1,2.604,2,2,306.42,162.5231895248597,3476.0,156419.92,106134.0
SC-12637,2024-12-09,Los Angeles,Hamburg,Rail,Perishables,11535.05,312.03,3.88,1.7,Clear,0.567,8.62,0,2.354,0,1,281.84714285714284,143.0259611299394,861.25,38756.38,0.0
SC-14272,2024-12-09,Dubai,Rotterdam,Rail,Electronics,2695.77,332.19,1.77,0.4,Hurricane,0.74,15.05,1,0.8109999999999999,2,1,326.39285714285717,84.66838818084958,3011.19,135503.53,199314.0
SC-10829,2024-12-10,Busan,Rotterdam,Air,Electronics,7057.16,267.86,2.93,0.7,Clear,0.997,0.5,0,1.369,0,0,305.60571428571427,77.29677717670309,561.96,25288.11,0.0
SC-14219,2024-12-10,Rotterdam,Dubai,Sea,Pharmaceuticals,4158.52,64.62,2.81,1.6,Fog,0.965,8.22,0,1.9629999999999999,1,3,265.13428571428574,115.95028429707047,729.69,32835.96,0.0
SC-12460,2024-12-10,Shanghai,Dubai,Road,Perishables,14910.8,240.25,1.77,1.5,Rain,0.79,11.2,0,1.581,3,2,238.61428571428573,91.76098096997114,666.56,29995.38,0.0
SC-10039,2024-12-10,Singapore,Busan,Rail,Perishables,6882.21,461.38,1.53,4.1,Storm,0.523,17.32,1,3.3289999999999997,4,1,265.0314285714286,125.05177133605807,2553.86,114923.54,276828.0
SC-11901,2024-12-10,Shanghai,Busan,Rail,Perishables,575.83,100.59,4.42,1.6,Hurricane,0.608,3.51,1,2.4459999999999997,2,1,254.13142857142856,136.7894215486675,2344.69,105510.95,60354.0
SC-10698,2024-12-10,Shanghai,Rotterdam,Sea,Perishables,2738.26,492.06,3.6,6.2,Fog,0.99,7.44,1,5.42,1,3,279.84999999999997,163.7557740457826,2644.42,118998.69,295236.0
SC-14638,2024-12-10,Singapore,Hamburg,Road,Perishables,11401.46,219.45,3.51,4.1,Storm,0.918,25.92,1,3.9229999999999996,4,2,263.7442857142857,163.29352271876797,2758.7,124141.31,131670.0
SC-12304,2024-12-11,Los Angeles,Dubai,Rail,Pharmaceuticals,14010.43,21.25,4.2,8.3,Rain,0.691,15.61,1,7.07,3,1,228.5142857142857,187.12167012019583,2405.94,108267.47,12750.0
SC-10726,2024-12-11,Dubai,Shanghai,Air,Perishables,2526.7,99.39,2.43,4.8,Storm,0.876,0.5,1,4.0889999999999995,4,0,233.48142857142858,182.44914966720367,2129.51,95827.95,59634.0
SC-12657,2024-12-11,Busan,Shanghai,Sea,Electronics,12830.05,335.02,1.23,9.2,Clear,0.656,26.24,1,6.808999999999999,0,3,247.01999999999998,186.5061977522463,2740.47,123321.36,201012.0
SC-13636,2024-12-11,Antwerp,Los Angeles,Rail,Electronics,13850.72,400.38,3.68,6.3,Storm,0.99,38.89,1,5.513999999999999,4,1,238.30571428571426,175.94737819938686,2820.4,126918.04,240228.0
SC-14796,2024-12-11,Busan,Singapore,Air,Electronics,2882.16,462.95,2.16,7.5,Storm,0.945,0.91,1,5.898,4,0,290.07142857142856,181.88205532052672,2647.92,119156.38,277770.0
SC-14505,2024-12-11,Los Angeles,Shanghai,Road,Automotive,4641.58,232.37,2.75,0.0,Rain,0.563,2.9,0,0.825,3,2,252.97285714285712,158.8408197656054,640.32,28814.59,0.0
SC-12994,2024-12-11,Antwerp,Los Angeles,Rail,Automotive,2409.87,59.29,2.47,7.3,Fog,0.675,3.77,0,5.850999999999999,1,1,230.09285714285716,175.1700328932135,699.53,31478.97,0.0
SC-14983,2024-12-12,Busan,Antwerp,Road,Textiles,12666.95,455.0,2.44,3.3,Clear,0.751,9.67,1,3.042,0,2,292.0571428571429,165.42778764104176,2783.02,125235.74,273000.0
SC-12065,2024-12-12,Rotterdam,Los Angeles,Air,Perishables,11901.03,300.88,2.61,5.6,Clear,0.637,1.01,0,4.702999999999999,0,0,320.84142857142854,142.21790011909843,628.27,28272.06,0.0
SC-11343,2024-12-12,Singapore,Rotterdam,Air,Perishables,11043.95,412.43,4.08,7.5,Fog,0.793,1.68,0,6.474,1,0,331.90000000000003,146.45077512028914,678.96,30553.05,0.0
SC-11833,2024-12-12,Shanghai,Antwerp,Sea,Pharmaceuticals,11347.06,459.34,4.23,8.4,Rain,1.0,26.97,1,7.149,3,3,340.3228571428572,152.61160328475367,3353.88,150924.59,275604.0
SC-14318,2024-12-12,Singapore,Dubai,Rail,Pharmaceuticals,6378.63,324.62,4.1,9.8,Storm,0.546,19.68,1,8.09,4,1,320.56142857142856,142.72197558289983,3090.99,139094.48,194772.0
SC-11199,2024-12-12,Busan,Antwerp,Rail,Electronics,2386.25,37.19,4.31,7.6,Storm,0.543,6.72,1,6.6129999999999995,4,1,292.67857142857144,177.62171239543267,2762.58,124316.1,22314.0
SC-10223,2024-12-12,Los Angeles,Antwerp,Sea,Automotive,5831.88,178.04,2.06,9.6,Clear,0.909,11.97,0,7.338,0,3,309.64285714285717,155.96693246906426,1052.89,47380.09,0.0
SC-12430,2024-12-13,Rotterdam,Los Angeles,Sea,Electronics,9242.67,143.83,4.45,9.2,Fog,0.766,28.49,1,7.7749999999999995,1,3,265.19,151.92482417301008,2753.54,123909.34,86298.0
SC-10270,2024-12-13,Antwerp,Los Angeles,Road,Automotive,12235.74,97.15,2.47,0.0,Rain,0.702,7.3,0,0.741,3,2,236.08571428571432,163.05477738653167,843.8,37971.1,0.0
SC-11612,2024-12-13,Singapore,Hamburg,Air,Automotive,8227.89,124.66,1.88,2.3,Hurricane,0.544,3.33,1,2.174,2,0,194.97571428571428,146.63408003793427,1823.66,82064.56,74796.0
SC-12105,2024-12-13,Busan,Shanghai,Sea,Pharmaceuticals,5093.04,34.43,4.0,7.5,Rain,0.688,11.49,1,6.45,3,3,134.27428571428572,99.24979208326427,1339.02,60255.94,20658.0
SC-11731,2024-12-13,Antwerp,Dubai,Rail,Pharmaceuticals,9546.49,112.58,1.89,0.5,Hurricane,0.995,54.99,1,0.9169999999999999,2,1,103.98285714285713,53.102548499507556,1145.7,51556.53,67548.0
SC-11540,2024-12-13,Los Angeles,Rotterdam,Air,Electronics,10781.17,95.06,3.95,0.3,Storm,0.863,1.45,0,1.395,4,0,112.25,44.83152908389042,222.35,10005.96,0.0
SC-10035,2024-12-14,Los Angeles,Antwerp,Road,Automotive,12221.76,190.49,2.34,8.1,Fog,0.906,15.57,0,6.371999999999999,1,2,114.02857142857144,48.010808306936795,374.89,16870.03,0.0
SC-13142,2024-12-14,Los Angeles,Hamburg,Sea,Pharmaceuticals,8974.51,322.78,2.46,7.3,Rain,0.752,20.23,0,5.847999999999999,3,3,139.59285714285713,93.04526778478649,735.53,33099.01,0.0
SC-10838,2024-12-14,Los Angeles,Busan,Air,Electronics,8918.53,302.55,3.35,9.4,Hurricane,0.88,5.44,1,7.585,2,0,168.93571428571428,108.52890749429201,1588.97,71503.49,181530.0
SC-11143,2024-12-14,Hamburg,Singapore,Air,Electronics,8703.11,438.09,3.75,9.6,Fog,0.787,0.97,1,7.845,1,0,213.71142857142857,145.5568509126897,1953.8,87921.11,262854.0
SC-10926,2024-12-14,Singapore,Los Angeles,Sea,Textiles,4395.82,388.63,3.95,1.5,Hurricane,0.703,51.57,1,2.235,2,3,264.31142857142856,133.94833399842048,2876.19,129428.59,233178.0
SC-12341,2024-12-14,Rotterdam,Antwerp,Rail,Electronics,1529.61,198.74,2.27,6.9,Rain,0.697,1.79,0,5.511,3,1,276.62,121.0162636452916,568.72,25592.24,0.0
SC-10156,2024-12-14,Shanghai,Antwerp,Road,Perishables,10245.97,92.84,1.96,2.5,Storm,0.729,20.55,1,2.338,4,2,276.30285714285714,121.57300080120415,2667.25,120026.06,55704.0
SC-14200,2024-12-14,Busan,Dubai,Rail,Automotive,12824.41,472.87,2.75,0.2,Fog,0.896,14.01,0,0.965,1,1,316.64285714285717,134.5136629633201,1010.16,45457.36,0.0
SC-10795,2024-12-15,Rotterdam,Antwerp,Rail,Automotive,13145.8,397.76,2.32,2.1,Clear,0.891,9.74,0,2.166,0,1,327.3542857142857,138.02338966725262,926.38,41687.0,0.0
SC-11630,2024-12-15,Shanghai,Los Angeles,Road,Electronics,11464.37,206.6,4.27,1.5,Clear,0.922,7.04,0,2.3309999999999995,0,2,313.6471428571429,145.46126697673276,854.17,38437.73,0.0
SC-11887,2024-12-15,Antwerp,Rotterdam,Air,Electronics,4076.84,179.75,2.18,5.6,Fog,0.85,0.5,1,4.574,1,0,276.74142857142857,141.34006219381837,2516.84,113257.65,107850.0
SC-14800,2024-12-16,Shanghai,Singapore,Air,Perishables,2295.77,392.66,4.39,9.5,Clear,0.754,0.5,1,7.967,0,0,277.31714285714287,141.87895177630446,2522.09,113494.11,235596.0
SC-14932,2024-12-16,Dubai,Los Angeles,Air,Pharmaceuticals,14442.49,114.5,3.05,2.4,Fog,0.633,1.88,0,2.5949999999999998,1,0,265.28285714285715,152.80658152430118,592.74,26673.37,0.0
SC-14311,2024-12-16,Busan,Los Angeles,Rail,Perishables,14142.76,175.58,2.5,5.5,Rain,0.745,15.93,0,4.6,3,1,277.10285714285715,139.89947875936824,1049.65,47234.37,0.0
SC-12530,2024-12-16,Los Angeles,Antwerp,Road,Textiles,10313.91,43.24,1.83,6.4,Clear,0.589,9.29,0,5.029,0,2,215.72714285714284,133.8091916018582,778.56,35035.28,0.0
SC-14730,2024-12-16,Antwerp,Rotterdam,Road,Textiles,2245.27,70.05,4.4,5.0,Clear,0.766,1.99,1,4.82,0,2,168.9114285714286,115.59504724519515,1556.31,70033.76,42030.0
SC-11814,2024-12-17,Hamburg,Los Angeles,Road,Pharmaceuticals,1691.49,239.1,1.99,5.8,Rain,0.804,1.68,0,4.657,3,2,173.5542857142857,117.98898534144881,403.61,18162.36,0.0
SC-14672,2024-12-17,Los Angeles,Busan,Rail,Electronics,11017.89,194.59,1.56,6.6,Hurricane,0.755,82.12,1,5.087999999999999,2,1,175.67428571428573,118.25189045101122,2380.74,107133.38,116754.0
SC-13696,2024-12-17,Singapore,Antwerp,Road,Perishables,14441.64,481.47,4.32,8.6,Hurricane,0.888,98.74,1,7.316,2,2,188.36142857142858,146.74384205462343,2951.39,132812.35,288882.0
SC-13372,2024-12-17,Rotterdam,Singapore,Air,Textiles,4337.21,199.05,1.26,6.4,Hurricane,0.592,3.2,1,4.858,2,0,200.44,143.08506956818817,1867.38,84031.99,119430.0
SC-13390,2024-12-17,Dubai,Shanghai,Air,Pharmaceuticals,5183.9,303.4,1.41,1.7,Storm,0.885,0.5,1,1.613,4,0,218.70000000000002,147.47246726084143,1992.15,89646.6,182040.0
SC-13642,2024-12-17,Singapore,Hamburg,Sea,Textiles,7287.0,138.45,3.33,4.9,Hurricane,0.511,100.72,1,4.429,2,3,232.3014285714286,132.19154693456142,3039.07,136758.18,83070.0
SC-10406,2024-12-17,Singapore,Los Angeles,Rail,Automotive,6143.42,483.34,2.09,7.3,Clear,0.959,4.96,0,5.736999999999999,0,1,291.3428571428571,139.726659793838,737.06,33167.6,0.0
SC-14572,2024-12-18,Busan,Hamburg,Air,Pharmaceuticals,3966.46,31.69,2.96,8.5,Storm,0.699,1.15,1,6.837999999999999,4,0,261.71285714285716,171.11690377383204,2394.27,107741.97,19014.0
SC-14779,2024-12-18,Rotterdam,Hamburg,Sea,Automotive,3886.73,308.08,4.03,6.2,Clear,0.769,7.02,1,5.5489999999999995,0,3,277.92571428571426,169.06133274220775,2628.24,118270.61,184848.0
SC-12260,2024-12-18,Hamburg,Rotterdam,Sea,Pharmaceuticals,11721.26,128.89,4.44,7.6,Rain,0.925,26.96,1,6.651999999999999,3,3,227.55714285714288,149.72910112536402,2431.06,109397.85,77334.0
SC-10045,2024-12-18,Busan,Los Angeles,Road,Textiles,10106.57,301.63,3.24,5.8,Rain,0.929,9.76,1,5.032,3,2,242.21142857142854,151.48361665304176,2332.65,104969.21,180978.0
SC-10873,2024-12-18,Hamburg,Antwerp,Air,Electronics,6426.65,415.14,2.13,5.3,Fog,0.798,0.53,1,4.348999999999999,1,0,258.1742857142857,164.34733370285664,2351.23,105805.54,249084.0
SC-12882,2024-12-18,Dubai,Hamburg,Rail,Electronics,3502.6,275.26,3.02,4.8,Hurricane,0.757,23.51,1,4.266,2,1,277.7185714285714,155.64084719085082,2811.12,126500.26,165156.0
SC-12778,2024-12-18,Dubai,Hamburg,Sea,Electronics,6960.35,448.75,3.72,3.5,Storm,0.881,32.92,0,3.566,4,3,272.77714285714285,148.40546572529902,1489.64,67033.77,0.0
SC-14402,2024-12-18,Shanghai,Dubai,Air,Textiles,4064.79,280.39,1.41,5.7,Rain,0.624,0.5,1,4.412999999999999,3,0,308.30571428571426,104.27853963578288,2800.52,126023.33,168234.0
SC-14133,2024-12-18,Rotterdam,Antwerp,Road,Pharmaceuticals,9688.82,135.01,2.74,6.3,Hurricane,0.866,60.73,1,5.231999999999999,2,2,283.58142857142855,123.15058836353882,3021.66,135974.69,81006.0
SC-14476,2024-12-18,Shanghai,Rotterdam,Air,Textiles,6566.65,489.45,4.22,1.5,Clear,0.862,0.68,0,2.316,0,0,335.09,123.06969881602386,630.82,28386.87,0.0
SC-12565,2024-12-19,Rotterdam,Marseille,Road,Automotive,4781.71,447.16,3.77,6.0,Hurricane,0.877,30.26,1,5.3309999999999995,2,2,355.88,128.64126424544676,3434.2,154538.84,268296.0
SC-11272,2024-12-19,Antwerp,Dubai,Road,Perishables,11807.84,33.75,3.06,9.3,Fog,0.817,15.89,0,7.428,1,2,301.3957142857143,172.61116069141704,1260.23,56710.28,0.0
SC-12346,2024-12-19,Rotterdam,Dubai,Rail,Textiles,10340.71,228.02,1.71,4.4,Rain,0.571,10.79,0,3.593,3,1,294.6471428571428,174.71395390888583,1087.52,48938.18,0.0
SC-13361,2024-12-19,Singapore,Hamburg,Sea,Electronics,4443.22,67.17,2.46,6.3,Hurricane,0.508,64.89,1,5.148,2,3,240.13571428571427,178.11395377277836,3217.7,144796.62,40302.0
SC-11657,2024-12-19,Shanghai,Hamburg,Sea,Automotive,4930.1,160.96,4.5,0.1,Fog,0.505,9.65,0,1.42,1,3,223.0742857142857,179.33126840730088,1004.41,45198.27,0.0
SC-10508,2024-12-19,Antwerp,Shanghai,Rail,Electronics,14272.1,129.8,3.55,4.8,Fog,0.603,18.23,1,4.425,1,1,222.32999999999998,179.76796117959015,2382.18,107198.25,77880.0
SC-12054,2024-12-19,Rotterdam,Los Angeles,Rail,Pharmaceuticals,12824.64,245.73,3.67,5.1,Storm,0.793,33.32,1,4.670999999999999,4,1,187.51285714285714,138.20754365739023,2151.39,96812.39,147438.0
SC-11157,2024-12-19,Hamburg,Los Angeles,Air,Perishables,13272.63,361.94,1.79,0.7,Hurricane,0.85,5.98,1,1.027,2,0,175.3385714285714,112.97392581602891,1655.2,74484.18,217164.0
SC-12279,2024-12-20,Antwerp,Busan,Air,Pharmaceuticals,1528.52,303.4,2.48,2.2,Fog,0.704,0.5,1,2.284,1,0,213.85999999999999,102.09778825550838,1944.43,87499.43,182040.0
SC-12824,2024-12-20,Shanghai,Los Angeles,Road,Textiles,5164.21,226.37,4.28,1.1,Fog,0.575,5.05,1,2.0540000000000003,1,2,213.6242857142857,102.06154660418414,1975.23,88885.42,135822.0
SC-14994,2024-12-20,Rotterdam,Busan,Air,Perishables,1492.39,63.18,3.7,9.0,Clear,0.524,0.5,1,7.41,0,0,213.0542857142857,103.02241404295499,1937.2,87174.01,37908.0
SC-12571,2024-12-20,Shanghai,Hamburg,Sea,Perishables,13638.61,271.61,3.88,9.9,Storm,0.992,85.02,0,8.094,4,3,228.86142857142858,102.18251928592792,1609.15,72411.58,0.0
SC-13953,2024-12-20,Rotterdam,Dubai,Road,Textiles,2464.16,282.84,3.8,6.9,Rain,0.654,2.74,1,5.97,3,2,250.7242857142857,93.45429486423538,2289.59,103031.77,169704.0
SC-13136,2024-12-20,Hamburg,Los Angeles,Sea,Automotive,11271.78,198.73,4.29,8.7,Fog,0.591,33.98,1,7.376999999999999,1,3,244.01,95.5380576873252,2397.48,107886.67,119238.0
SC-12212,2024-12-21,Los Angeles,Rotterdam,Rail,Pharmaceuticals,761.1,134.34,4.47,6.2,Rain,0.569,0.72,0,5.681,3,1,211.49571428571429,87.06788096214385,402.76,18124.0,0.0
SC-14264,2024-12-21,Los Angeles,Rotterdam,Air,Automotive,10065.51,405.55,3.61,9.2,Rain,0.954,1.25,0,7.523,3,0,226.0885714285714,110.45730931428831,458.16,20617.1,0.0
SC-13855,2024-12-21,Rotterdam,Marseille,Sea,Textiles,1613.64,63.05,4.07,7.8,Rain,0.974,3.24,1,6.681,3,3,202.7571428571429,126.47523521942733,1877.97,84508.71,37830.0
SC-10787,2024-12-21,Rotterdam,Busan,Air,Automotive,6312.35,410.02,1.23,3.3,Hurricane,0.89,2.5,1,2.6789999999999994,2,0,252.3057142857143,130.5543292856967,2314.87,104169.09,246012.0
SC-13370,2024-12-22,Busan,Los Angeles,Road,Perishables,3671.38,79.01,4.01,6.5,Rain,0.511,2.59,1,5.753,3,2,224.79142857142855,145.27336019020268,2076.14,93426.11,47406.0
SC-13377,2024-12-22,Los Angeles,Antwerp,Road,Pharmaceuticals,3221.97,114.19,4.4,5.9,Fog,0.883,3.51,0,5.45,1,2,200.69857142857146,148.00105522468073,584.81,26316.66,0.0
SC-11058,2024-12-22,Dubai,Hamburg,Road,Textiles,7458.2,423.55,1.75,4.3,Storm,0.923,16.74,1,3.5349999999999997,4,2,232.81571428571428,170.22738810750977,2405.11,108230.08,254130.0
SC-12804,2024-12-22,Los Angeles,Shanghai,Rail,Electronics,8061.16,58.54,3.9,9.6,Hurricane,0.957,65.53,1,7.89,2,1,221.98714285714286,179.68395149208376,3133.43,141004.46,35124.0
SC-13548,2024-12-22,Busan,Marseille,Sea,Automotive,4885.08,194.67,4.04,8.6,Fog,0.991,13.99,1,7.231999999999999,1,3,191.8614285714286,160.42439947719606,2002.95,90132.69,116802.0
SC-13448,2024-12-22,Los Angeles,Dubai,Rail,Pharmaceuticals,9100.79,59.62,3.94,1.9,Storm,0.909,21.39,0,2.5119999999999996,4,1,191.37142857142857,160.8879829186101,1275.94,57417.52,0.0
SC-14612,2024-12-23,Busan,Antwerp,Road,Perishables,7549.52,451.8,3.43,0.2,Clear,0.766,4.79,0,1.1689999999999998,0,2,197.33999999999997,170.81965850959097,713.31,32098.87,0.0
SC-11963,2024-12-23,Antwerp,Rotterdam,Air,Automotive,6065.58,321.41,1.85,6.6,Fog,0.815,0.5,1,5.174999999999999,1,0,231.96857142857144,167.36862742945297,2114.15,95136.85,192846.0
SC-12555,2024-12-23,Hamburg,Los Angeles,Sea,Textiles,14349.17,225.35,2.95,2.5,Fog,0.873,34.26,0,2.635,1,3,247.8485714285714,159.41577582206975,1603.98,72178.93,0.0
SC-10377,2024-12-23,Shanghai,Singapore,Sea,Perishables,837.44,171.69,2.89,7.2,Rain,0.928,1.46,1,5.907,3,3,211.8685714285714,140.44426574606862,1942.99,87434.5,103014.0
SC-11742,2024-12-23,Hamburg,Shanghai,Air,Perishables,11654.92,285.52,2.21,7.9,Fog,0.698,0.5,1,6.1930000000000005,1,0,244.2942857142857,124.43367990716222,2221.72,99977.36,171312.0
SC-14571,2024-12-24,Dubai,Los Angeles,Road,Automotive,10285.95,52.09,4.31,9.8,Clear,0.635,8.37,0,8.153,0,2,223.92571428571426,144.03599722027155,798.71,35941.89,0.0
SC-14280,2024-12-24,Shanghai,Dubai,Rail,Pharmaceuticals,2858.58,209.57,4.15,4.2,Storm,0.535,7.52,1,4.1850000000000005,4,1,245.34714285714287,125.48292482967368,2297.78,103400.03,125742.0
SC-11856,2024-12-24,Antwerp,Shanghai,Sea,Pharmaceuticals,11448.11,314.35,2.96,6.9,Storm,0.57,64.43,1,5.718,4,3,225.71142857142857,94.7940484117315,2402.47,108111.37,188610.0
SC-10479,2024-12-24,Dubai,Busan,Sea,Perishables,8084.92,152.74,2.37,1.8,Rain,0.672,15.59,1,1.971,3,3,201.6157142857143,87.57649834233327,1916.56,86245.1,91644.0
SC-11588,2024-12-24,Shanghai,Busan,Road,Electronics,6708.89,96.34,3.79,0.4,Clear,0.792,4.3,0,1.417,0,2,183.18571428571428,95.00865203708909,464.99,20924.61,0.0
SC-10736,2024-12-24,Los Angeles,Marseille,Air,Textiles,6190.45,314.74,3.76,2.6,Hurricane,0.726,2.75,1,2.9479999999999995,2,0,203.62142857142857,106.77930002713849,1870.82,84186.9,188844.0
SC-11743,2024-12-25,Rotterdam,Shanghai,Road,Automotive,659.95,431.06,4.45,9.1,Fog,0.776,1.51,1,7.704999999999999,1,2,224.41285714285715,135.6501976548855,2055.03,92476.57,258636.0
SC-13568,2024-12-25,Hamburg,Busan,Road,Pharmaceuticals,11767.21,224.63,4.35,6.5,Storm,0.84,28.83,1,5.8549999999999995,4,2,249.0614285714286,112.8848028491246,2471.61,111222.33,134778.0
SC-13556,2024-12-25,Shanghai,Dubai,Sea,Automotive,4467.79,34.48,1.82,1.1,Hurricane,0.755,52.59,1,1.316,2,3,224.04857142857142,139.38196182057544,2629.75,118338.89,20688.0
SC-14292,2024-12-25,Shanghai,Antwerp,Sea,Perishables,8704.83,269.62,1.92,8.0,Fog,0.81,24.73,1,6.175999999999999,1,3,217.65857142857143,135.5240262128909,2266.76,102004.24,161772.0
SC-12134,2024-12-25,Shanghai,Dubai,Rail,Pharmaceuticals,10930.63,243.73,1.58,9.9,Hurricane,0.675,90.53,1,7.404,2,1,230.65714285714287,132.59155864461923,2952.05,132842.09,146238.0
SC-13740,2024-12-25,Hamburg,Busan,Road,Pharmaceuticals,13613.22,300.08,2.1,5.0,Hurricane,0.754,81.41,1,4.13,2,2,259.7628571428572,119.95246874134305,2957.39,133082.58,180048.0
SC-13725,2024-12-25,Los Angeles,Shanghai,Air,Electronics,13965.14,362.49,4.35,2.9,Hurricane,0.783,7.26,1,3.335,2,0,266.5842857142857,124.8574019775018,2482.12,111695.33,217494.0
SC-11613,2024-12-25,Shanghai,Dubai,Sea,Perishables,5202.84,19.13,4.4,0.5,Rain,0.931,8.26,0,1.67,3,3,207.73714285714286,131.32446100077016,728.0,32760.17,0.0
SC-10491,2024-12-25,Los Angeles,Antwerp,Sea,Perishables,9491.92,376.15,1.23,1.9,Fog,0.542,22.03,1,1.6989999999999998,1,3,229.38285714285715,146.21584931352746,2369.71,106636.8,225690.0
SC-10877,2024-12-26,Singapore,Los Angeles,Air,Electronics,10054.4,334.96,2.99,0.1,Storm,0.652,1.32,0,0.967,4,0,272.30857142857144,121.47396036854603,545.25,24536.42,0.0
SC-13449,2024-12-26,Hamburg,Rotterdam,Sea,Electronics,1273.55,393.05,1.82,4.5,Hurricane,0.591,17.7,1,3.6959999999999997,2,3,289.94142857142856,129.69861145858806,2780.99,125144.67,235830.0
SC-11306,2024-12-26,Antwerp,Dubai,Air,Electronics,10854.26,188.72,4.35,2.9,Rain,0.56,0.88,0,3.335,3,0,282.0828571428571,134.54141886599922,552.71,24872.07,0.0
SC-14175,2024-12-26,Shanghai,Busan,Sea,Perishables,14935.75,100.74,4.09,3.7,Fog,0.966,36.39,1,3.8169999999999997,1,3,253.6057142857143,150.27367332716037,2744.82,123516.84,60444.0
SC-12063,2024-12-26,Shanghai,Dubai,Air,Textiles,7158.98,389.48,3.33,0.3,Rain,0.843,0.5,0,1.209,3,0,257.4614285714286,153.83705095853557,500.58,22525.97,0.0
SC-11578,2024-12-26,Singapore,Marseille,Air,Textiles,9302.86,185.88,3.44,0.5,Storm,0.787,1.91,0,1.3820000000000001,4,0,281.2828571428571,119.96168648284996,579.2,26063.94,0.0
SC-10683,2024-12-26,Dubai,Marseille,Rail,Pharmaceuticals,10195.33,106.65,3.61,7.6,Rain,0.772,11.76,1,6.403,3,1,242.78285714285715,127.45322497741223,2318.28,104322.56,63990.0
SC-13001,2024-12-26,Antwerp,Rotterdam,Air,Automotive,12051.88,343.95,1.26,4.0,Hurricane,0.592,6.26,1,3.178,2,0,244.06714285714284,128.57719260095416,2277.63,102493.14,206370.0
SC-11781,2024-12-26,Busan,Shanghai,Road,Pharmaceuticals,13575.55,241.47,3.05,4.4,Hurricane,0.959,78.64,1,3.995,2,2,222.41285714285712,110.84603702347454,2589.31,116518.78,144882.0
SC-12388,2024-12-27,Shanghai,Rotterdam,Sea,Pharmaceuticals,10731.0,143.84,4.36,7.8,Clear,0.969,20.59,0,6.768,0,3,216.00142857142856,114.36185544556513,941.72,42377.41,0.0
SC-12137,2024-12-27,Shanghai,Marseille,Road,Pharmaceuticals,11106.7,313.5,3.21,7.0,Hurricane,0.586,71.5,1,5.8629999999999995,2,2,246.3957142857143,106.63480527125324,2685.77,120859.49,188100.0
SC-12027,2024-12-27,Rotterdam,Busan,Rail,Perishables,14728.81,492.18,3.07,8.0,Storm,0.764,43.35,1,6.521,4,1,261.0671428571428,133.32662696229468,2776.86,124958.8,295308.0
SC-12532,2024-12-28,Rotterdam,Dubai,Road,Automotive,4771.98,113.07,1.38,4.7,Rain,0.971,4.76,0,3.704,3,2,250.6657142857143,142.68184687819064,686.16,30877.01,0.0
SC-11571,2024-12-28,Singapore,Los Angeles,Rail,Electronics,2936.21,3.93,2.66,1.8,Fog,0.51,2.77,0,2.058,1,1,235.99142857142854,163.6965183328152,620.92,27941.46,0.0
SC-14096,2024-12-28,Antwerp,Singapore,Air,Automotive,698.4,145.18,3.06,6.6,Fog,0.758,0.5,0,5.537999999999999,1,0,207.59571428571425,159.02135442104844,419.99,18899.51,0.0
SC-10259,2024-12-28,Hamburg,Singapore,Air,Perishables,1909.06,439.0,1.48,6.4,Fog,0.754,0.5,0,4.9239999999999995,1,0,235.81428571428572,181.91262040305162,477.74,21498.19,0.0
SC-11694,2024-12-28,Singapore,Shanghai,Road,Textiles,5829.25,281.38,2.06,7.8,Fog,0.6,7.44,1,6.078,1,2,255.46285714285713,177.70186143409663,2452.4,110357.92,168828.0
SC-13199,2024-12-28,Dubai,Rotterdam,Rail,Automotive,6194.6,33.88,1.81,4.5,Storm,0.541,17.03,1,3.693,4,1,215.51714285714283,193.2307521000289,2357.2,106073.85,20328.0
SC-10454,2024-12-28,Hamburg,Dubai,Sea,Automotive,2112.36,352.31,3.89,1.9,Clear,0.813,2.64,0,2.497,0,3,195.53571428571428,165.0272140039475,567.18,25523.12,0.0
SC-13062,2024-12-28,Antwerp,Hamburg,Sea,Perishables,9186.15,474.38,1.84,8.7,Fog,0.667,27.81,1,6.6419999999999995,1,3,247.15142857142857,189.60843691043672,2784.34,125295.49,284628.0
SC-13328,2024-12-29,Busan,Marseille,Sea,Textiles,2534.71,432.25,2.28,1.0,Hurricane,0.815,29.36,1,1.384,2,3,308.34000000000003,165.6324671272718,3165.87,142464.07,259350.0
SC-14163,2024-12-29,Busan,Dubai,Sea,Automotive,6009.7,184.91,1.43,1.2,Storm,0.51,27.45,0,1.269,4,3,314.0157142857143,159.68352459966417,1493.46,67205.72,0.0
SC-14699,2024-12-29,Rotterdam,Busan,Rail,Electronics,14749.72,404.71,3.33,6.0,Fog,0.57,20.0,1,5.198999999999999,1,1,309.1171428571428,155.6863181437051,3031.36,136411.12,242826.0
